dataset,news_id,rating,title,original_title,news_source,source_link,review_link,criterio_idx,pergunta,resposta,explicacao
HealthStory,story_reviews_00517,5,Get paid to take your pills? Strong Inquirer report covers all the ins and outs,Penn study: Pay patients to take their pills ,The Philadelphia Inquirer,http://www.philly.com/philly/health/20151109_Penn_study__pay_patients_to_take_their_pills.html,https://www.healthnewsreview.org/review/get-paid-to-take-your-pills-strong-inquirer-report-covers-all-the-ins-and-outs/,4,Does the story seem to grasp the quality of the evidence? ,Satisfactory,"The story makes clear the methods and comparison in the randomized controlled study, and the quality of evidence. It includes important elements like study size and study design, and it touches on some limitations."
HealthStory,story_reviews_00517,5,Get paid to take your pills? Strong Inquirer report covers all the ins and outs,Penn study: Pay patients to take their pills ,The Philadelphia Inquirer,http://www.philly.com/philly/health/20151109_Penn_study__pay_patients_to_take_their_pills.html,https://www.healthnewsreview.org/review/get-paid-to-take-your-pills-strong-inquirer-report-covers-all-the-ins-and-outs/,5,Does the story commit disease-mongering?,Satisfactory,There is no disease mongering.
HealthStory,story_reviews_00517,5,Get paid to take your pills? Strong Inquirer report covers all the ins and outs,Penn study: Pay patients to take their pills ,The Philadelphia Inquirer,http://www.philly.com/philly/health/20151109_Penn_study__pay_patients_to_take_their_pills.html,https://www.healthnewsreview.org/review/get-paid-to-take-your-pills-strong-inquirer-report-covers-all-the-ins-and-outs/,6,Does the story use independent sources and identify conflicts of interest?,Satisfactory,"The story goes beyond just “satisfactory.” Extra stars for including a patient (who was not involved) who is an advocate in this area, as well as researchers not involved in the study. The piece does a great job on this."
HealthStory,story_reviews_00517,5,Get paid to take your pills? Strong Inquirer report covers all the ins and outs,Penn study: Pay patients to take their pills ,The Philadelphia Inquirer,http://www.philly.com/philly/health/20151109_Penn_study__pay_patients_to_take_their_pills.html,https://www.healthnewsreview.org/review/get-paid-to-take-your-pills-strong-inquirer-report-covers-all-the-ins-and-outs/,7,Does the story compare the new approach with existing alternatives?,Satisfactory,"The alternatives in this case would be other ways to motivate patients to take statins, and we think the story does this well."
HealthStory,story_reviews_00517,5,Get paid to take your pills? Strong Inquirer report covers all the ins and outs,Penn study: Pay patients to take their pills ,The Philadelphia Inquirer,http://www.philly.com/philly/health/20151109_Penn_study__pay_patients_to_take_their_pills.html,https://www.healthnewsreview.org/review/get-paid-to-take-your-pills-strong-inquirer-report-covers-all-the-ins-and-outs/,8,Does the story establish the availability of the treatment/test/product/procedure?,Satisfactory,"The story makes clear that paying cash to patients to take medicine is an experimental idea, not something that your local doctor is likely to offer. But with that said, it might have been helpful to ask one of the sources about how widespread this approach is and in what contexts it is being used (there are examples around the country)."
HealthStory,story_reviews_00517,5,Get paid to take your pills? Strong Inquirer report covers all the ins and outs,Penn study: Pay patients to take their pills ,The Philadelphia Inquirer,http://www.philly.com/philly/health/20151109_Penn_study__pay_patients_to_take_their_pills.html,https://www.healthnewsreview.org/review/get-paid-to-take-your-pills-strong-inquirer-report-covers-all-the-ins-and-outs/,9,Does the story establish the true novelty of the approach?,Satisfactory,"The story accurately suggests that’s what’s novel here is paying both patients and physicians to improve compliance. The story could have been clearer about the fact that there are a number of other studies looking at patient financial incentives. The story mentions one example (related to smoking) in the introduction, but it could have gone further."
HealthStory,story_reviews_00517,5,Get paid to take your pills? Strong Inquirer report covers all the ins and outs,Penn study: Pay patients to take their pills ,The Philadelphia Inquirer,http://www.philly.com/philly/health/20151109_Penn_study__pay_patients_to_take_their_pills.html,https://www.healthnewsreview.org/review/get-paid-to-take-your-pills-strong-inquirer-report-covers-all-the-ins-and-outs/,10,Does the story appear to rely solely or largely on a news release?,Satisfactory,"The story does not rely on a news release, but is a fine example of where extra reporting can provide context."
HealthStory,story_reviews_00518,4,Have better diets “saved more than one million people from dying”?,Better Diets May Be Extending Americans' Lives ,Health Day,http://consumer.healthday.com/cardiovascular-health-information-20/dieting-to-control-cholesterol-health-news-190/better-diets-may-be-extending-americans-lives-704834.html,https://www.healthnewsreview.org/review/better-diets-saved-one-million-people-dying/,1,Does the story adequately discuss the costs of the intervention?,Not Applicable,"We are content to declare this Not Applicable, but it wouldn’t have hurt to note the financial burden and potential financial savings accrued from fewer chronic diseases and deaths and bends in the rates of disease burden. A sentence or two would have strengthened the story."
HealthStory,story_reviews_00518,4,Have better diets “saved more than one million people from dying”?,Better Diets May Be Extending Americans' Lives ,Health Day,http://consumer.healthday.com/cardiovascular-health-information-20/dieting-to-control-cholesterol-health-news-190/better-diets-may-be-extending-americans-lives-704834.html,https://www.healthnewsreview.org/review/better-diets-saved-one-million-people-dying/,2,Does the story adequately quantify the benefits of the treatment/test/product/procedure?,Not Satisfactory,"The major claim in the story is that better diets prevented more than one million premature deaths. But as noted above, this is an estimate based on a model derived from observational studies. Although better diets may be associated with lower death rates, there’s no way to tell based on these studies whether dietary changes caused the benefits that the story claims. The coverage should have been clearer about this."
HealthStory,story_reviews_00518,4,Have better diets “saved more than one million people from dying”?,Better Diets May Be Extending Americans' Lives ,Health Day,http://consumer.healthday.com/cardiovascular-health-information-20/dieting-to-control-cholesterol-health-news-190/better-diets-may-be-extending-americans-lives-704834.html,https://www.healthnewsreview.org/review/better-diets-saved-one-million-people-dying/,3,Does the story adequately explain/quantify the harms of the intervention?,Not Applicable,"It’s certainly possible that attempts to promote healthier diets could result in unintended harms. For example, some might argue (erroneously, in our view), that a tax on sugar-sweetened beverages, intended to promote healthier drink choices, would be regressive (i.e. disproportionately costly to lower income consumers). But we think a discussion of such issues is beyond the scope of this article, so we’ll rate it Not Applicable."
HealthStory,story_reviews_00518,4,Have better diets “saved more than one million people from dying”?,Better Diets May Be Extending Americans' Lives ,Health Day,http://consumer.healthday.com/cardiovascular-health-information-20/dieting-to-control-cholesterol-health-news-190/better-diets-may-be-extending-americans-lives-704834.html,https://www.healthnewsreview.org/review/better-diets-saved-one-million-people-dying/,4,Does the story seem to grasp the quality of the evidence? ,Satisfactory,"Overall, the article did a fair job of describing the sources of the data, but it could have done more to bring credibility had it specifically mentioned some of the seven studies that made up the “index,” particularly NHANES which in some circles is a household name. In addition, we wish the story had made more specific mention of the fact that these were observational studies that are subject to important limitations. But since we’ve already mentioned that above, we won’t ding the story for that problem here. And the story does at least nod to the controversy surrounding the utility/validity of dietary recall data in these types of studies through comments from the quoted expert."
HealthStory,story_reviews_00518,4,Have better diets “saved more than one million people from dying”?,Better Diets May Be Extending Americans' Lives ,Health Day,http://consumer.healthday.com/cardiovascular-health-information-20/dieting-to-control-cholesterol-health-news-190/better-diets-may-be-extending-americans-lives-704834.html,https://www.healthnewsreview.org/review/better-diets-saved-one-million-people-dying/,5,Does the story commit disease-mongering?,Satisfactory,None here.
HealthStory,story_reviews_00518,4,Have better diets “saved more than one million people from dying”?,Better Diets May Be Extending Americans' Lives ,Health Day,http://consumer.healthday.com/cardiovascular-health-information-20/dieting-to-control-cholesterol-health-news-190/better-diets-may-be-extending-americans-lives-704834.html,https://www.healthnewsreview.org/review/better-diets-saved-one-million-people-dying/,6,Does the story use independent sources and identify conflicts of interest?,Satisfactory,"As noted, the article would have been stronger if it had quoted more senior authors of the paper and more outside experts, but it does quote one and the quote is strong."
HealthStory,story_reviews_00518,4,Have better diets “saved more than one million people from dying”?,Better Diets May Be Extending Americans' Lives ,Health Day,http://consumer.healthday.com/cardiovascular-health-information-20/dieting-to-control-cholesterol-health-news-190/better-diets-may-be-extending-americans-lives-704834.html,https://www.healthnewsreview.org/review/better-diets-saved-one-million-people-dying/,7,Does the story compare the new approach with existing alternatives?,Not Satisfactory,The story doesn’t discuss anything besides healthier diets that might have contributed to increased longevity during the study period. More widespread use of effective medications (e.g. statin drugs)? Lower smoking rates? More regular physical activity? A line or two would about other relevant trends would have been welcome.
HealthStory,story_reviews_00518,4,Have better diets “saved more than one million people from dying”?,Better Diets May Be Extending Americans' Lives ,Health Day,http://consumer.healthday.com/cardiovascular-health-information-20/dieting-to-control-cholesterol-health-news-190/better-diets-may-be-extending-americans-lives-704834.html,https://www.healthnewsreview.org/review/better-diets-saved-one-million-people-dying/,8,Does the story establish the availability of the treatment/test/product/procedure?,Satisfactory,"Except possibly for food deserts, healthy foods are generally available. The story makes the case that widespread consumption of healthier foods has had broad public health benefits."
HealthStory,story_reviews_00518,4,Have better diets “saved more than one million people from dying”?,Better Diets May Be Extending Americans' Lives ,Health Day,http://consumer.healthday.com/cardiovascular-health-information-20/dieting-to-control-cholesterol-health-news-190/better-diets-may-be-extending-americans-lives-704834.html,https://www.healthnewsreview.org/review/better-diets-saved-one-million-people-dying/,9,Does the story establish the true novelty of the approach?,Satisfactory,"The article hooks the reader with the idea that contrary to the “stereotype” of the unhealthy Americans and their greasy kid stuff diets, the study at hand suggests the “opposite” may be the case. While the researchers’ conclusions struck a balance between good news and bad news about our collective eating habits, and the article may have slightly overstated the “surprise” findings, the text does its job of getting readers’ attention and quickly qualifies the “good news” with a quote citing “huge room …for further improvement.”"
HealthStory,story_reviews_00518,4,Have better diets “saved more than one million people from dying”?,Better Diets May Be Extending Americans' Lives ,Health Day,http://consumer.healthday.com/cardiovascular-health-information-20/dieting-to-control-cholesterol-health-news-190/better-diets-may-be-extending-americans-lives-704834.html,https://www.healthnewsreview.org/review/better-diets-saved-one-million-people-dying/,10,Does the story appear to rely solely or largely on a news release?,Satisfactory,"Health Affairs did publish a brief summary “news release” on its website, but the article clearly went beyond the release to report the story."
HealthStory,story_reviews_00519,3,Uneven coverage of web-based suicide prevention program for doctors,STUDY: NEW DOCS' SUICIDAL THOUGHTS EASED WITH ONLINE THERAPY,Associated Press,http://www.foxnews.com/health/2015/11/04/study-new-docs-suicidal-thoughts-eased-with-online-therapy.html,https://www.healthnewsreview.org/review/study-new-docs-suicidal-thoughts-eased-online-therapy/,1,Does the story adequately discuss the costs of the intervention?,Satisfactory,The story says the study involved a free online program developed in Australia. Knowing that it is free may be incentive enough for some individual doctors or their hospitals to look into it — so this is useful information.
HealthStory,story_reviews_00519,3,Uneven coverage of web-based suicide prevention program for doctors,STUDY: NEW DOCS' SUICIDAL THOUGHTS EASED WITH ONLINE THERAPY,Associated Press,http://www.foxnews.com/health/2015/11/04/study-new-docs-suicidal-thoughts-eased-with-online-therapy.html,https://www.healthnewsreview.org/review/study-new-docs-suicidal-thoughts-eased-online-therapy/,2,Does the story adequately quantify the benefits of the treatment/test/product/procedure?,Satisfactory,"The story has some useful information on the benefits of the online therapy. We are told that, “Overall, 12 percent of interns who got online therapy said they had thought about suicide during the year, versus 21 percent of the interns who received four weekly emails with information on depression and where to seek help” and “that interns who got the sessions were 60 percent less likely to have those thoughts than the other group.”  However there is no mention of timeframe or the durability of the benefit over time.  The suicidal ideation actually increased in both groups from baseline. (Figure 3 in the manuscript highlights the data collection) The figures provided reflect the numbers of interns who had suicidal ideation at least once during the one year data collection. It is also important to point out that 48% of the medical interns participating had a baseline history of depression. And while suicidal thoughts might have been prevented, we don’t know if the intervention would have any effect on actual suicide attempts or success rates."
HealthStory,story_reviews_00519,3,Uneven coverage of web-based suicide prevention program for doctors,STUDY: NEW DOCS' SUICIDAL THOUGHTS EASED WITH ONLINE THERAPY,Associated Press,http://www.foxnews.com/health/2015/11/04/study-new-docs-suicidal-thoughts-eased-with-online-therapy.html,https://www.healthnewsreview.org/review/study-new-docs-suicidal-thoughts-eased-online-therapy/,3,Does the story adequately explain/quantify the harms of the intervention?,Not Applicable,It is hard to imagine harms associated with this approach so we will rate it as not applicable.
HealthStory,story_reviews_00519,3,Uneven coverage of web-based suicide prevention program for doctors,STUDY: NEW DOCS' SUICIDAL THOUGHTS EASED WITH ONLINE THERAPY,Associated Press,http://www.foxnews.com/health/2015/11/04/study-new-docs-suicidal-thoughts-eased-with-online-therapy.html,https://www.healthnewsreview.org/review/study-new-docs-suicidal-thoughts-eased-online-therapy/,4,Does the story seem to grasp the quality of the evidence? ,Not Satisfactory,On the plus side we are told that 200 medical residents participated in the study. Unfortunately we aren’t told how many in the web based therapy actually participated and completed the sessions. This type of study obviously cannot be blinded to the participants but could be to the data collectors but no information is provided in this regard. The actual participation of both groups was far less than 100%. Only 51% of those assigned to the online therapy actually completed all four sessions.
HealthStory,story_reviews_00519,3,Uneven coverage of web-based suicide prevention program for doctors,STUDY: NEW DOCS' SUICIDAL THOUGHTS EASED WITH ONLINE THERAPY,Associated Press,http://www.foxnews.com/health/2015/11/04/study-new-docs-suicidal-thoughts-eased-with-online-therapy.html,https://www.healthnewsreview.org/review/study-new-docs-suicidal-thoughts-eased-online-therapy/,5,Does the story commit disease-mongering?,Satisfactory,The story provides some useful insight into the realities of medical training and in the risk of suicide especially in the early internship months.There does not seem to be any evidence of disease mongering.
HealthStory,story_reviews_00519,3,Uneven coverage of web-based suicide prevention program for doctors,STUDY: NEW DOCS' SUICIDAL THOUGHTS EASED WITH ONLINE THERAPY,Associated Press,http://www.foxnews.com/health/2015/11/04/study-new-docs-suicidal-thoughts-eased-with-online-therapy.html,https://www.healthnewsreview.org/review/study-new-docs-suicidal-thoughts-eased-online-therapy/,6,Does the story use independent sources and identify conflicts of interest?,Satisfactory,"The story provides comments from a psychiatry resident not affiliated with the study who offers an important view from the inside.With that being said, we wish the story had included the views of an expert in the field, commenting specifically on the intervention that’s the basis for the story."
HealthStory,story_reviews_00519,3,Uneven coverage of web-based suicide prevention program for doctors,STUDY: NEW DOCS' SUICIDAL THOUGHTS EASED WITH ONLINE THERAPY,Associated Press,http://www.foxnews.com/health/2015/11/04/study-new-docs-suicidal-thoughts-eased-with-online-therapy.html,https://www.healthnewsreview.org/review/study-new-docs-suicidal-thoughts-eased-online-therapy/,7,Does the story compare the new approach with existing alternatives?,Not Satisfactory,The study in question compared access to a web based therapy plan to emailed reminders of available resources.  We would like to have seen some comment on the relative value of traditional individualized “talk” therapy to compare to the web based program.
HealthStory,story_reviews_00519,3,Uneven coverage of web-based suicide prevention program for doctors,STUDY: NEW DOCS' SUICIDAL THOUGHTS EASED WITH ONLINE THERAPY,Associated Press,http://www.foxnews.com/health/2015/11/04/study-new-docs-suicidal-thoughts-eased-with-online-therapy.html,https://www.healthnewsreview.org/review/study-new-docs-suicidal-thoughts-eased-online-therapy/,8,Does the story establish the availability of the treatment/test/product/procedure?,Not Satisfactory,"The story notes that the study, “.. used a free online program developed at the National Institute for Mental Health Research at the Australian National University in Canberra.”  but provides no additional information about general availability outside of the study.
The story should have mentioned the name of the online program that was used for the study in the case that any current residents may want to try it for themselves, or perhaps family members or friends of current residents may want to suggest the program if they come across the story."
HealthStory,story_reviews_00519,3,Uneven coverage of web-based suicide prevention program for doctors,STUDY: NEW DOCS' SUICIDAL THOUGHTS EASED WITH ONLINE THERAPY,Associated Press,http://www.foxnews.com/health/2015/11/04/study-new-docs-suicidal-thoughts-eased-with-online-therapy.html,https://www.healthnewsreview.org/review/study-new-docs-suicidal-thoughts-eased-online-therapy/,9,Does the story establish the true novelty of the approach?,Not Satisfactory,Web based therapy for depression is not new or novel.  Its use in general population is well described in the literature.  What is perhaps new is the use of a web based protocol in this high risk group.
HealthStory,story_reviews_00519,3,Uneven coverage of web-based suicide prevention program for doctors,STUDY: NEW DOCS' SUICIDAL THOUGHTS EASED WITH ONLINE THERAPY,Associated Press,http://www.foxnews.com/health/2015/11/04/study-new-docs-suicidal-thoughts-eased-with-online-therapy.html,https://www.healthnewsreview.org/review/study-new-docs-suicidal-thoughts-eased-online-therapy/,10,Does the story appear to rely solely or largely on a news release?,Satisfactory,The story does not appear to be based on a news release.
HealthStory,story_reviews_00520,4,Textured look at one health system’s relentless suicide prevention efforts,What Happens If You Try To Prevent Every Single Suicide?,NPR,http://www.npr.org/sections/health-shots/2015/11/02/452658644/what-happens-if-you-try-to-prevent-every-single-suicide,https://www.healthnewsreview.org/review/happens-try-prevent-every-single-suicide/,1,Does the story adequately discuss the costs of the intervention?,Satisfactory,"At issue in the story is the health system’s so-called “perfect depression care,” which incorporates depression screening into primary care. Patients deemed to have, or be at risk of, depression are then given appropriate treatment. It’s difficult to pin a specific cost to this. The matter is further complicated by the fact that treating depression can also save money by driving down costs related to associated health problems. However, the story notes that Centerstone — a separate health system that has adopted the Henry Ford Health System’s model for a smaller cohort of patients — did do a cost/benefit analysis and found that it resulted in savings of more than $400,000 per year. While we’ll award a Satisfactory, we think there was a muddling here of Henry Ford’s global screening strategy with the intense care provision in the Centerstone model. It is not appropriate to apply the cost analysis of the latter to the former. In addition, it can be argued that screening every patient at every visit it wasteful. The story reads/sounds somewhat like a paean to doing as much as you can and adopting a kitchen-sink approach rather than a carefully honed and efficient one."
HealthStory,story_reviews_00520,4,Textured look at one health system’s relentless suicide prevention efforts,What Happens If You Try To Prevent Every Single Suicide?,NPR,http://www.npr.org/sections/health-shots/2015/11/02/452658644/what-happens-if-you-try-to-prevent-every-single-suicide,https://www.healthnewsreview.org/review/happens-try-prevent-every-single-suicide/,2,Does the story adequately quantify the benefits of the treatment/test/product/procedure?,Satisfactory,"The story notes that the Henry Ford Health System currently has a suicide rate of 20 per 100,000 among patients with mental health and/or substance abuse problems, which is 80 percent lower than than it had been when the “perfect depression care” was launched in 2001. It also notes that the overall suicide rate for system patients is five per 100,000 — which is significantly lower than the national average of 12.6 per 100,000. It would have been good if the story had simply given the starting suicide rate among patients with mental health and/or substance abuse problems in 2001 (according to Henry Ford it was apparently 89 per 100,000), rather than asking readers to do the math."
HealthStory,story_reviews_00520,4,Textured look at one health system’s relentless suicide prevention efforts,What Happens If You Try To Prevent Every Single Suicide?,NPR,http://www.npr.org/sections/health-shots/2015/11/02/452658644/what-happens-if-you-try-to-prevent-every-single-suicide,https://www.healthnewsreview.org/review/happens-try-prevent-every-single-suicide/,3,Does the story adequately explain/quantify the harms of the intervention?,Not Applicable,"This story looks at an overarching strategy for identifying and treating depression; screening patients to identify those at risk and then pursuing “appropriate care.” While individual drugs or other treatment options can have potentially adverse side-effects, the story does not attempt to evaluate specific courses of treatment. For that reason, exploring the potential harms associated with individual treatment options doesn’t seem relevant in this case."
HealthStory,story_reviews_00520,4,Textured look at one health system’s relentless suicide prevention efforts,What Happens If You Try To Prevent Every Single Suicide?,NPR,http://www.npr.org/sections/health-shots/2015/11/02/452658644/what-happens-if-you-try-to-prevent-every-single-suicide,https://www.healthnewsreview.org/review/happens-try-prevent-every-single-suicide/,4,Does the story seem to grasp the quality of the evidence? ,Not Satisfactory,"The story tells readers (or listeners) that the Henry Ford Health System has 200,000 patients, and that Centerstone has implemented a similar strategy for “nearly 200 patients who’d already made a suicide attempt.” However, it’s not clear how or if the benefits of “perfect depression care” have fluctuated over time, whether there are particular groups that have benefited more (or less) from the approach, or how effective the approach has been in other systems where it’s been adopted.
The story does cite an epidemiologist who evaluated the outcomes at Henry Ford, and it would have been great if it could have dug into the details just a bit more. For example, we found a 2013 American Journal of Managed Care report about the program. Looking at that report shows that that denominator for these suicide rates (the total number of people who are counted as potentially committing suicide) represents all those with contact with the Ford behavioral health system. This has very likely changed over time as services expanded. Also what diagnoses were represented matter.  The big issue is that a significant reduction in this health system might be regression toward the mean (where extreme rates tend to revert to more normal rates) and also the removal (by death) of the highest-risk patients in their rather small cohort — it is not surprising that the rate declines when successful suicide removes those at highest risk from the cohort."
HealthStory,story_reviews_00520,4,Textured look at one health system’s relentless suicide prevention efforts,What Happens If You Try To Prevent Every Single Suicide?,NPR,http://www.npr.org/sections/health-shots/2015/11/02/452658644/what-happens-if-you-try-to-prevent-every-single-suicide,https://www.healthnewsreview.org/review/happens-try-prevent-every-single-suicide/,5,Does the story commit disease-mongering?,Satisfactory,No disease mongering here.
HealthStory,story_reviews_00520,4,Textured look at one health system’s relentless suicide prevention efforts,What Happens If You Try To Prevent Every Single Suicide?,NPR,http://www.npr.org/sections/health-shots/2015/11/02/452658644/what-happens-if-you-try-to-prevent-every-single-suicide,https://www.healthnewsreview.org/review/happens-try-prevent-every-single-suicide/,6,Does the story use independent sources and identify conflicts of interest?,Not Satisfactory,The story doesn’t include input from experts outside of the Henry Ford Health System. The story would have been stronger if third-party experts in mental health or epidemiology had been able to provide some critical context on how effective the “perfect depression care” approach has been.
HealthStory,story_reviews_00520,4,Textured look at one health system’s relentless suicide prevention efforts,What Happens If You Try To Prevent Every Single Suicide?,NPR,http://www.npr.org/sections/health-shots/2015/11/02/452658644/what-happens-if-you-try-to-prevent-every-single-suicide,https://www.healthnewsreview.org/review/happens-try-prevent-every-single-suicide/,7,Does the story compare the new approach with existing alternatives?,Satisfactory,"The alternative to “perfect depression care” would seem to be the absence of a formalized requirement for mental health screening to be incorporated into primary care. The story compares perfect depression care to standard care, which would appear to be the primary alternative. The story also implies that the ‘contract not to commit suicide’ is an alternative and mentions that safety plans are included in the Henry Ford approach."
HealthStory,story_reviews_00520,4,Textured look at one health system’s relentless suicide prevention efforts,What Happens If You Try To Prevent Every Single Suicide?,NPR,http://www.npr.org/sections/health-shots/2015/11/02/452658644/what-happens-if-you-try-to-prevent-every-single-suicide,https://www.healthnewsreview.org/review/happens-try-prevent-every-single-suicide/,8,Does the story establish the availability of the treatment/test/product/procedure?,Satisfactory,"The story notes that “perfect depression care” has been either adapted or adopted by other health systems, and names two of them. It also says that health insurers and other health systems have expressed an interest in the approach. In short, the approach is not yet in widespread use, but may eventually be adopted in additional areas. Given that the story can’t be expected to incorporate a list of every health system currently using the approach, this earns a Satisfactory."
HealthStory,story_reviews_00520,4,Textured look at one health system’s relentless suicide prevention efforts,What Happens If You Try To Prevent Every Single Suicide?,NPR,http://www.npr.org/sections/health-shots/2015/11/02/452658644/what-happens-if-you-try-to-prevent-every-single-suicide,https://www.healthnewsreview.org/review/happens-try-prevent-every-single-suicide/,9,Does the story establish the true novelty of the approach?,Satisfactory,The story is very clear that Henry Ford Health System took a novel approach to addressing mental health in its patients with the particular goal of eliminating suicide.
HealthStory,story_reviews_00520,4,Textured look at one health system’s relentless suicide prevention efforts,What Happens If You Try To Prevent Every Single Suicide?,NPR,http://www.npr.org/sections/health-shots/2015/11/02/452658644/what-happens-if-you-try-to-prevent-every-single-suicide,https://www.healthnewsreview.org/review/happens-try-prevent-every-single-suicide/,10,Does the story appear to rely solely or largely on a news release?,Satisfactory,The story does not appear to be based on a news release. (The most recent news release we could find on the Henry Ford Health System program dates back to 2010.)
HealthStory,story_reviews_00521,3,Coverage of virus-based cancer treatment skimps on cautions and key outcomes,FDA approves cancer treatment that uses virus to attack tumors,The Boston Globe,http://www.bostonglobe.com/business/2015/10/27/fda-approves-first-cancer-killing-virus/GoITO2gDiYl6liKq3a0o5L/story.html?s_campaign=email_BG_TodaysHeadline&s_campaign=,https://www.healthnewsreview.org/review/coverage-of-virus-based-cancer-treatment-needed-more-on-cautions-and-key-outcomes/,1,Does the story adequately discuss the costs of the intervention?,Satisfactory,"The story nods to costs when it says the company will charge the patient $65,000 for a treatment. But they actually will be trying to charge insurance companies this amount.  How widely will it be covered and when? How many courses of treatment will be necessary? We’ll give the benefit of the doubt here but the story could have done more to clarify."
HealthStory,story_reviews_00521,3,Coverage of virus-based cancer treatment skimps on cautions and key outcomes,FDA approves cancer treatment that uses virus to attack tumors,The Boston Globe,http://www.bostonglobe.com/business/2015/10/27/fda-approves-first-cancer-killing-virus/GoITO2gDiYl6liKq3a0o5L/story.html?s_campaign=email_BG_TodaysHeadline&s_campaign=,https://www.healthnewsreview.org/review/coverage-of-virus-based-cancer-treatment-needed-more-on-cautions-and-key-outcomes/,2,Does the story adequately quantify the benefits of the treatment/test/product/procedure?,Not Satisfactory,"The story indicates that the treatment caused some tumors to shrink for at least 6 months, particularly in those whose cancer had not yet spread to internal organs. But the overall discussion of benefits is lacking some important details. What does “shrink” mean? And when it says that 16% “responded,” what exactly does that mean? (Of course, 84% did not respond — a statistic that was also worthy of comment in our view.) Finally, important outcomes, such as length of survival, are not presented or compared with alternatives. One study reported that median survival was 23.3 months with the new drug vs. 18.9 months with the comparison treatment — a finding that would have been easy to include. The FDA cautioned in a news release that “Imlygic has not been shown to improve overall survival.”"
HealthStory,story_reviews_00521,3,Coverage of virus-based cancer treatment skimps on cautions and key outcomes,FDA approves cancer treatment that uses virus to attack tumors,The Boston Globe,http://www.bostonglobe.com/business/2015/10/27/fda-approves-first-cancer-killing-virus/GoITO2gDiYl6liKq3a0o5L/story.html?s_campaign=email_BG_TodaysHeadline&s_campaign=,https://www.healthnewsreview.org/review/coverage-of-virus-based-cancer-treatment-needed-more-on-cautions-and-key-outcomes/,3,Does the story adequately explain/quantify the harms of the intervention?,Not Satisfactory,"This is a close call, but we think the story downplays the significance of the harms attributable to these drugs. The story quotes a researcher who calls one drug “low-toxicity” and lists 3 adverse effects, but does not say with what frequency they occurred. According to the linked study, 11% of patients developed grade 3 (severe) and 4 (life-threatening) adverse events related to the treatment. We don’t think that’s what readers have in mind when they hear “low-toxicity.”"
HealthStory,story_reviews_00521,3,Coverage of virus-based cancer treatment skimps on cautions and key outcomes,FDA approves cancer treatment that uses virus to attack tumors,The Boston Globe,http://www.bostonglobe.com/business/2015/10/27/fda-approves-first-cancer-killing-virus/GoITO2gDiYl6liKq3a0o5L/story.html?s_campaign=email_BG_TodaysHeadline&s_campaign=,https://www.healthnewsreview.org/review/coverage-of-virus-based-cancer-treatment-needed-more-on-cautions-and-key-outcomes/,4,Does the story seem to grasp the quality of the evidence? ,Not Satisfactory,"No real study results are provided for us to assess. We aren’t told how the 436 patients mentioned in one study were selected, what the comparison treatment was, if there was a random assignment, and so on. The study itself mentions an open label design (both researchers and patients knew who was getting what treatment) that “may have influenced assessment of some end points.” We wish the story had delved a bit deeper into the research and discussed the potential limitations."
HealthStory,story_reviews_00521,3,Coverage of virus-based cancer treatment skimps on cautions and key outcomes,FDA approves cancer treatment that uses virus to attack tumors,The Boston Globe,http://www.bostonglobe.com/business/2015/10/27/fda-approves-first-cancer-killing-virus/GoITO2gDiYl6liKq3a0o5L/story.html?s_campaign=email_BG_TodaysHeadline&s_campaign=,https://www.healthnewsreview.org/review/coverage-of-virus-based-cancer-treatment-needed-more-on-cautions-and-key-outcomes/,5,Does the story commit disease-mongering?,Satisfactory,"Metastatic melanoma is a serious disease that is difficult to treat successfully.  The story heralds this use of a genetically modified herpes simplex virus as important, and we think that is an appropriate judgment."
HealthStory,story_reviews_00521,3,Coverage of virus-based cancer treatment skimps on cautions and key outcomes,FDA approves cancer treatment that uses virus to attack tumors,The Boston Globe,http://www.bostonglobe.com/business/2015/10/27/fda-approves-first-cancer-killing-virus/GoITO2gDiYl6liKq3a0o5L/story.html?s_campaign=email_BG_TodaysHeadline&s_campaign=,https://www.healthnewsreview.org/review/coverage-of-virus-based-cancer-treatment-needed-more-on-cautions-and-key-outcomes/,6,Does the story use independent sources and identify conflicts of interest?,Not Satisfactory,"The story quotes a number of experts and clearly a lot of legwork went into the reporting. But two of the sources quoted in the story consult for Amgen, the company that will sell this treatment, and they are not so identified. From the description provided in the story, some readers can probably gather that these experts are involved with the company. But it would have been better to state clearly that these are paid consultants. In addition, we wish that any of the sources quoted in the story had raised questions, pointed to limitations, or provided some critical analysis of the research. The overall tone of the piece is optimistic and positive — overly so in our view."
HealthStory,story_reviews_00521,3,Coverage of virus-based cancer treatment skimps on cautions and key outcomes,FDA approves cancer treatment that uses virus to attack tumors,The Boston Globe,http://www.bostonglobe.com/business/2015/10/27/fda-approves-first-cancer-killing-virus/GoITO2gDiYl6liKq3a0o5L/story.html?s_campaign=email_BG_TodaysHeadline&s_campaign=,https://www.healthnewsreview.org/review/coverage-of-virus-based-cancer-treatment-needed-more-on-cautions-and-key-outcomes/,7,Does the story compare the new approach with existing alternatives?,Satisfactory,The story mentions another drug called Yervoy and also mentions conventional treatments. It also describes other virus-based treatments that are under development.
