Titulo,Subtitulo,Noticia,Categoria,Data,Autor,URL,Classe
"Homens jovens são mais propensos a desrespeitar quarentena, mostra estudo  ",,homem jovem propenso o violar medir distanciamento social durante o quarentenar estudar universidade sheffield e ulster reportar bbc o pesquisar entrevistar quase jovem o ano e concluir homem d faixar etário furar o quarentenar encontrar amigo e familiar mulher d idade o psicólogo perceber homem probabilidade acreditar correr riscar contrair coronavírus espalhar o covid-19 pessoa o resultar mão pesquisador pedir o o governar britânico direcionem melhor propaganda isolamento social o público jovem,saúde,08/05/2020 20h55 ,08/05/2020 20h55 ,https://www.uol.com.br/vivabem/noticias/redacao/2020/05/08/homens-jovens-sao-mais-propensos-a-desrespeitar-quarentena-mostra-estudo.htm,1
"Idoso que se curou do coronavírus canta ao receber alta para agradecer à equipe do hospital, em Itumbiara; vídeo","Sapateiro de 81 anos ficou 10 dias na UTI e, quando foi para a enfermaria, também fez questão de cantar para alegrar os outros pacientes. Outras sete pessoas da família, entre elas um bebê de 4 meses, tiveram Covid-19, mas já se curaram.",o sapateiro gabriel teixeira ano ficar cantar alegrar paciente coronavírus enfermar cantar curar covid-19 e deixar o hospital campanha itumbiara sul d comemorar o vitória o doença entoar o louvar agradecer o profissional o atender o idoso morar morrinhos sul goiá o km distância itumbiara deixar o hospital sábado ° cadeira rodar e papel escrever vencer o covid-19 aplaudir profissional saudar hospital segurar balão comemorar o curar paciente sair gabriel cantar o salmo bíblia feliz oxigênio fraco melhorar o dia contar o esposo idoso dorli alves silvar ano família pessoa beber contaminar covid-19 ninguém precisar internar dorli atualmente família curar,saúde, 05/08/2020 11h36 ," Por Yanka Araújo, TV Anhanguera ",https://g1.globo.com/go/goias/noticia/2020/08/05/idoso-que-se-curou-do-coronavirus-canta-ao-receber-alta-para-agradecer-a-equipe-do-hospital-video.ghtml,1
"Em meio a pandemia, academias militares mantêm alunos internados  ",,academiar militar aeronáutico exército e marinho manter aluno — viver regime internato — instituição e liberar voltar casar o o contrário escola e universidade público e privar suspender aula evitar o contaminação o pandemia coronavírus ordem decreto estadual e municipal o manhã d terça-feira prever o retornar s aula cercar cadete academiar forçar aéreo afa pirassunga sp cadete continuar confinar interior afa e o previsão manter e-mail divulgar obter uol mãe e amigo ligar o aluno relatar reportagem o preocupação familiar o informação e o temor contaminar o covid-19 filhar preciso o família mãe o o uol aula presenciar retomar cadete confinar afa imagem reprodução,saúde,24/03/2020 04h00Atualizada em 24/03/2020 14h42 ,Eduardo Militão e Constança Rezende,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/03/24/coronavirus-academia-militares-alunos-confinamento-pais-reclamam.htm,1
o desinformação sobrar o surtir poliomielite o sudão enganir vacinar filhar,"numa rápida consulta a mecanismos de busca é possível encontrar diversas notícias falando sobre o recente surto de poliomielite no sudão. há diversos sites, incluindo parlamentares brasileiros, dizendo por aí que a vacina oral contra a doença teria sido a grande vilã dessa história. além disso, muitos textos fazem questão de apontar o envolvimento do bilionário norte-americano bill gates, que também é considerado um “vilão da humanidade” por tais sites ou pessoas.",ar credibilidade o informação passar d site citar notícia publicar “ associated press ” dia setembro intitular “ onu surtir pólio sudão causar vacinar oral “ título impreciso e servir munição disseminar perigoso narrativo antivacinação,saúde,12/09/2020,marco faustino,https://www.e-farsas.com/a-desinformacao-sobre-o-surto-de-poliomielite-no-sudao-nao-se-engane-vacine-seu-filho.html,0
Milhões de doses de vacinas dos EUA seguem sem uso e colocam meta de 2020 em dúvida,Apenas um terço da primeira remessa da vacina da Pfizer enviada na semana passada foi administrada até esta quarta. País planeja aplicar 100 milhões de doses até 1º de março.,"milhão vacinar o covid-19 permanecer hospital e unir colocar dúvida o meter governar milhão vacinação n o manhã d quarta-feira milhão injeções vacinar pfizer biontech covid-19 haver administrar cercar terçar remessar enviar semana passar 9,5 milhão dose vacinar incluir moderno enviar o americano acordar o centrar controlo e prevenção doença cdc eua hospital começar o distribuir o vacinar moderno o cdc registrar e haver atrasar relatar vacinar administrar pfizer moderno o ritmar lentar aumentar o semana vacinar administrar quase 2,9 milhão enviar",saúde, 23/12/2020 20h40 ," Por Rebecca Spalding e Carl O'Donnell, Reuters ",https://g1.globo.com/bemestar/coronavirus/noticia/2020/12/23/milhoes-de-doses-de-vacinas-dos-eua-seguem-sem-uso-e-colocam-meta-de-2020-em-duvida.ghtml,1
Texto que lista 17 conselhos para a pandemia mistura dados corretos e informações falsas sobre o vírus,,investigar listado viralizou whatsapp e base artigo site português o descobrir,saúde,2020/07/03,Comprova,https://projetocomprova.com.br/publicações/texto-que-lista-17-conselhos-para-a-pandemia-mistura-dados-corretos-e-informacoes-falsas-sobre-o-virus/,0
Onyx: pagamento da 2ª parcela do 'coronavoucher' sairá na próxima semana  ,,o parcelar auxílio emergencial r$ começar o pago n semana o ministrar cidadania onyx lorenzoni afirmar hoje o pagamento sair semana e o anúncio cronograma amanhã apesar o governar planejar o pagamento parcelar pessoa elegível receber o haver relato problema acesso o o aplicativo criar cadastro aceitação cpfs e filar agência caixa econômica federal responsável operacionalização o auxílio prever pagar parcelar obrigatoriamente abril maio e junho o o governar receber o parcelar e enquadrar pré-requisitos auxílio receber parcelar subsequente maio junho e julho e onyx participar hoje comissão misto congresso nacional criar acompanhar ações governar enfrentamento pandemia covid-19 doença causar coronavírus o auxílio emergencial voltar o pessoa render o trabalhar e o sustentar afetados pandemia,saúde,07/05/2020 12h07 ,Luciana Amaral,https://economia.uol.com.br/noticias/redacao/2020/05/07/onyx-calendario-da-2-parcela-do-coronavoucher-saira-na-proxima-semana.htm,1
"Coronavírus: após RJ barrar linhas interestaduais, ANTT diz que competência é da União",,dia decretar governador wilson witzel proibir o entrar linha ônibus interestadual origem transmissão comunitário coronavírus situação emergência o agência nacional transporte terrestre antt emitir noto n quarta-feira afirmar o competência suspender o operação transportar rodoviário passageiro exclusivamente união acordar o agência o transportar interestadual passageiro continuar operação entanto empresar cumprir o trajeto paulo-rio suspender viagem o proibição decretar 46.973 publicar n terça-feira diário oficial rir janeiro reconhecer situação emergência estadual acordar especificação texto ficar proibir o circulação ônibus vir paulo minar gerar e espírito santo professorar direito administrativo fgv direito rir patrício sampaio avaliar o antt razão sentir reclamar o competência o operação linha interestadual ressaltar o necessidade articulação ente federativo crise — o competência realmente federal prever artigo constituição entanto valer ressaltar o necessidade articulação o união e pensar rodoviário rir terminal passageiro regular adiantar o antt autorizar o ônibus o circualr o terminal fechar o acesso o ônibus bloquear — ponderar o especialista o advogar especializar direito regulatório e econômico fernando villela considerar desproporcional o medir proíne o entrar ônibus combater o disseminação coronavírus — parece-me medir imprudente diferentemente setor aéreo o setor transportar coletivo caráter essencialidade haver determinação limitação d serviço pessoa depender transportar trabalhar buscar serviço médico afetada decisão abrupto e desproporcional — avaliar noto o antt informar determinar restrição transportar rodoviário interestadual o o assunto o transportar interestadual passageiro continuar operação o agência noto o transportar internacional passageiro via terrestre suspenso agência resolução nº 5.875 evitar situação possibilitar o contágio coronavírus medir o agência determinar s empresar seguir o protocolo estabelecer higienização veículo o resolução publicar n quarta-feira e conferir ítegra site antt flexibilizar o redução frequência horário ônibus,ciência, Publicado em  18/03/20 19:54 ,Pedro Zuazo,https://extra.globo.com/noticias/saude-e-ciencia/coronavirus-apos-rj-barrar-linhas-interestaduais-antt-diz-que-competencia-da-uniao-24313524.html,1
"

Pessoas estão se contaminando em casa por não usar máscara para limpar compras de mercado #boato 
",Boato – Pessoas estão se infectando com o novo coronavírus em casa porque estão higienizando alimentos comprados no mercado sem máscara de proteção. ,“ pessoal receber mensagem amigo sentir pessoa infectar e garantir isolar e o único contaminar d “ familia prestar atenção n mensagem haver reunião trabalhar c equipar medicos q estao assessorar o cesar avisar q mta gente ta o covid seguinte qdo receber o feirar casar qdo comprar mercar e chegar casar retirar o máscara limpar produto o vírus q produto contaminar vc entao o lembrar o limpeza produto o máscara e retira-la qdo terminar o higienizacao ”,saúde,12/05/2020,"
Kyene Becker ",https://www.boatos.org/saude/nao-usar-mascara-limpar-compras-mercado-pegar-coronavirus.html,0
Coronavírus: Japão confirma primeira morte por COVID-19  ,,"Uma mulher de 80 anos se tornou a primeira pessoa com o novo coronavírus a morrer no Japão, informou hoje o ministro da Saúde, alertando que não está claro se o vírus foi a causa direta da morte. ""A relação entre o novo coronavírus e a morte da pessoa ainda não está clara"", afirmou Katsunobu Kato. ""Mas esta é a primeira morte no país de uma pessoa que testou positivo para o COVID-19"", completou. ""O resultado positivo do teste (para o novo coronavírus) foi confirmado 'post mortem'"", explicou o ministro.",saúde,13/02/2020 10h05 ,13/02/2020 10h05 ,https://noticias.uol.com.br/ultimas-noticias/afp/2020/02/13/japao-anuncia-primeira-morte-de-pessoa-com-covid-19.htm,1
Vacinas contra covid: imunização em massa já aponta queda de infecções e internações em Israel  ,,o programar vacinação israel mostrar sinal positivo redução infecção covid-19 e total hospitalização doença faixar etário acima ano o quedo visível pessoa velho e haver avançar imunização sugerir o vacinar surtir efeito saudar coletiva e o atual lockdown impor país reduzir o contato pessoa e consequência o contágio,saúde,03/02/2021 08h44 ,Rachel Schraer - Da BBC News,https://noticias.uol.com.br/ultimas-noticias/bbc/2021/02/03/vacinas-imunizacao-em-massa-ja-aponta-queda-de-infeccoes-e-internacoes-em-israel.htm,1
Lewandowski torna públicos os exames de Bolsonaro; todos deram negativo  ,,"O ministro do STF (Supremo Tribunal Federal), Ricardo Lewandowski, decidiu hoje tornar públicos os exames do presidente Jair Bolsonaro (sem partido) entregues ontem pela AGU (Advocacia-Geral da União), no âmbito da ação movida pelo jornal O Estado de S.Paulo que pedia sua divulgação. Os três testes apresentaram resultado negativo. Os exames foram feitos nos dias 12 e 17 de março, no laboratório Sabin, e um terceiro teste também foi feito no dia 17, no Laboratório de Vírus Respiratórios e Sarampo da Fiocruz (Fundação Oswaldo Cruz). Em todos os exames foram utilizados nomes fictícios para preservar a ""imagem e a privacidade do presidente da República"". No Sabin, Bolsonaro usou os pseudônimos ""Airton Guedes"" e ""Rafael Augusto Alves da Costa Ferraz""; no laboratório da Fiocruz, a amostra foi identificada como ""paciente 05"". Apesar disso, foram informados o RG, o CPF e a data de nascimento corretos de Bolsonaro.     Imagem: Reprodução",saúde,13/05/2020 14h53Atualizada em 13/05/2020 18h35 ,Felipe Amorim,https://noticias.uol.com.br/politica/ultimas-noticias/2020/05/13/lewandowski-decide-dar-publicidade-a-exames-de-bolsonaro-entregues-pela-agu.htm,1
Mulher faz live para homenagear amigo morto com suspeita de covid-19  ,,técnico enfermagem cubatão litoral paulo homenagear colega profissão morrer sintoma covid-19 transmissão o o viver frente o o cemitério enterrar sábado apresentar sintoma doença josé luiz especializar gessar velório contar neide mantovani transmissão feito facebook colega despedir o gente homenagem pra o zé parceiro solitário d jeito colega enterrar e o gente prestar homenagem trecho vídeo transmissão duro minuto neide chorar e cantar homenagem o o amigar profissional saudar guerreiro e unir salvar vidar,saúde,27/04/2020 11h59 ,27/04/2020 11h59 ,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/04/27/mulher-faz-live-para-homenagear-amigo-morto-com-suspeita-de-covid-19.htm,1
Vacinas para covid-19 que chegaram ao Brasil são para testes e não para imunização da população,,publicação instagram comemorar o chegar vacinar tratar lotar testar voluntário o autor corrigir o informação alertar,saúde,2020/07/24,Comprova,https://projetocomprova.com.br/publicações/vacinas-para-covid-19-que-chegaram-ao-brasil-sao-para-testes-e-nao-para-imunizacao-da-populacao/,0
Contágio nas classes C e D em São Paulo é 5 vezes maior que nas A e B   ,,"paulistano classe c e d riscar infecção coronavírus classe o e b. acordar o inquérito sorológico divulgar hoje prefeitura paulo o prevalência classe d e classe o b o prefeitura 1,64 milhão morador capital acima ano 13,9 população adulto apresentar anticorpo o sars-cov-2 o indicar covid-19 o fase inquérito sorológico mostrar classe sujeito o o contágio 3,1 classe o b apresentar anticorpo 18,7 classe d e infectar vírus classe c prevalência 11,9",saúde,17/09/2020 12h25Atualizada em 17/09/2020 17h19 ,"Ana Carla Bermúdez, Emanuel Colombari e Lucas Borges Teixeira",https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/09/17/sp-contagio-nas-classes-c-e-d-e-6-vezes-maior-do-que-em-a-e-b-na-capital.htm,1
Hospitais de Beirute estão praticamente saturados pelo coronavírus  ,,hospital beirute praticamente saturar o chegar paciente covid-19 o somar s consequência explosão agostar capital levar o líbano beirar abismar afirmar o ex-ministro saudar hamad hassan renunciar o o cargo recentemente o caso positivo aumentar maneiro significativo semana e o país registrar o recordar contágio o elevar o 8.881 o total diagnosticar o covid-19 o balançar registrar morte hospital público e privar capital dispor capacidade atendimento limitar leito uti respirador advertir o ex-ministro hassan beirar abismar permitir o luxar perder completar defender confinamento semana,saúde,17/08/2020 08h43 ,17/08/2020 08h43 ,https://noticias.uol.com.br/saude/ultimas-noticias/afp/2020/08/17/hospitais-de-beirute-estao-praticamente-saturados-pelo-coronavirus.htm,1
Prefeitura de São José do Rio Preto anuncia lockdown; data será definida  ,,o prefeitura josé rir preto interior paulo anunciar hoje decretar o lockdown município o datar o início fase restritivo anunciar o decisão tomar prefeito edinho araújo mdb reunir o comitê enfrentamento o o coronavírus manhã membro comitê e chefe executivo municipal encontrar o vice-prefeito orlar bolçone dem o presidente câmara pedrar roberto patriota secretário médico gestor hospital servidor ministério público e judiciário,saúde,14/03/2021 16h41 ,Naian Lopes,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2021/03/14/lockdown-sao-jose-do-rio-preto.htm,1
Holanda é último país da União Europeia a iniciar vacinação contra covid-19  ,,o holanda começar hoje o vacinação covid-19 utilizar o imunizante fabricar pfizer parceria o biontech o país união europeu o começar processar quase semana nação bloco o holandês o vacinar o enfermeiro sanna elkadiri ano receber o imunizante centrar vacinação massa veghel o km capital amsterdã o ministrar saudar holandês hugo jonge participar transmissão d vacinação e afirmar o comedir d crise,saúde,06/01/2021 10h53 ,06/01/2021 10h53 ,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2021/01/06/holanda-e-ultimo-pais-da-uniao-europeia-a-iniciar-vacinacao-contra-covid-19.htm,1
"Soldados da 2ª Guerra admirariam luta contra covid-19, diz rainha Elizabeth  ",,"o rei elizabeth 2ªse dirigir o o reinar unir hoje dia marcar o aniversário ano guerra mundial registrar maio e discursar pedir o perder o esperançar lutar o coronavírus olhar o país hoje o disposto o proteger e apoiar o orgulhar nação bravo soldar admirar o tributar o o sacrifício d combatente morto país dia inimigo declarar amigo trabalhar o paz saudar e prosperidade acrescentar o monarca never give up never despair that was the message of ve day""an address by her majesty the queen on the 75th anniversary of ve day veday75 pic.twitter.com/prgbxcdrhf",saúde,08/05/2020 18h19 ,08/05/2020 18h19 ,https://tvefamosos.uol.com.br/noticias/redacao/2020/05/08/soldados-da-2-guerra-admirariam-luta-contra-covid-19-diz-rainha-elizabeth.htm,1
OMS reforça que uso de máscaras deve ser feito por profissionais de saúde  ,,país o brasil recomendar o máscara pessoa o covid-19 e profissional saudar o oms organização mundial saudar ressaltar equipamento priorizados diretamente o o combater coronavírus preocupar o massa máscara médico população exacerbar o d máscara especializar pessoa precisar d escassez colocar profissional saudar perigar real tedros adhanom ghebreyesus diretor-geral oms coletiva imprensar hoje reforçar o recomendação máscara e equipamento proteção individual profissional saudar o entidade recomendar comunidade o máscara pessoa infectar coronavírus e pessoa cuidar paciente o covid-19 país considerar o máscara comunidade medir limpeza mão e distanciamento físico difícil alcançar dever água condição vidar limitar considerar ghebreyesus,saúde,06/04/2020 13h51 ,06/04/2020 13h51 ,https://noticias.uol.com.br/saude/ultimas-noticias/redacao/2020/04/06/oms-reforca-que-uso-de-mascaras-deve-ser-feito-por-profissionais-de-saude.htm,1
Única dose de vacina da Pfizer ou AstraZeneca reduz risco de internação  ,,"preliminar estudar realizar escócio mostrar único dosar vacinar covid-19 pfizer astrazeneca reduzir significativamente o riscar internação hospitalar o estudar o riscar internação pessoa receber o vacinar pfizer indivíduo imunizar e dia o dosar casar vacinar astrazeneca o riscar internação o descobrir passar revisão parir evidência vacinar efeito significativo gravidade doença o pesquisar escocês basear histórico saudar o população escocês 5,4 milhão pessoa tornando-se estudo realizar o assunto",saúde,22/02/2021 09h17 ,22/02/2021 09h17 ,https://www.uol.com.br/vivabem/noticias/agencia-estado/2021/02/22/unica-dose-de-vacina-da-pfizer-ou-astrazeneca-reduz-risco-de-internacao.htm,1
"Após exame de Bolsonaro, Planalto diz que segue medidas de combate à covid  ",,"Após o diagnóstico positivo do presidente Jair Bolsonaro (sem partido) para a covid-19, a Secretaria-Geral da Presidência da República informou hoje, em nota, que segue as recomendações de enfrentamento do novo coronavírus. A secretaria é responsável pelas dependências do Palácio do Planalto, onde o presidente despacha diariamente. O órgão informou que até o dia 3 de julho o Planalto registrou 108 casos positivos da doença entre seus servidores, que somam cerca de 3.400 no total. Dos contaminados, 77 já estão recuperados e 31 casos seguem em acompanhamento. Mais de 90% desses casos foram assintomáticos ou apresentaram apenas sintomas leves, segundo as informações da secretaria. ""Não há protocolo médico, seja do Ministério da Saúde ou da OMS (Organização Mundial da Saúde), que recomende medida de isolamento pelo simples contato com casos positivos"", relata a nota. De acordo com o órgão, os servidores são orientados a procurar assistência médica quando apresentarem sintomas relacionados à covid-19, para avaliar necessidade de testagem. Servidores com casos suspeitos são orientados a ficar em casa até o resultado do exame.",saúde,07/07/2020 19h28 ,Emilly Behnke,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2020/07/07/apos-exame-de-bolsonaro-planalto-diz-que-segue-medidas-de-combate-ao-coronavirus.htm,1
É #FAKE que tossir pode ajudar a sobreviver a um infarto,Especialistas da Sociedade de Cardiologia desmentem mensagem no WhatsApp que propaga 'técnica' que promete fazer a vítima ganhar tempo enquanto espera por socorro.,texto prometer auxiliar pessoa o o sofrer infarto circular whatsapp acordar o mensagem tossir “ repetir e vigoroso ” acalmar o ritmar cardíaco atrasar o infarto e o vítima ganhar o chegar socorrer o mensagem chegar o afirmar cardiologista indicar o técnico fornecer o identificação especialista informação fake acordar especialista tossir causar nenhum efeito capaz retardar reverter o parar cardíaco o tossir ineficaz gerar débito cardíaco volumar sangue bombear coração minutar suficiente manter o perfusão cérebro e o circulação normal haver esclarecimento site universidade harvard destacar o médico e diretor científico sociedade cardiologia rir janeiro socerj claudio tinoco,ciência, 10/07/2019," Por Hellen Guimarães, O Globo ",https://g1.globo.com/fato-ou-fake/noticia/2019/07/10/e-fake-que-tossir-pode-ajudar-a-sobreviver-a-um-infarto.ghtml,0
"Coronavírus é tragédia inimaginável nos lares para idosos, diz OMS  ",,"morte causar coronavírus residência idoso representar falecimento país tragédia humano inimaginável afirmar o diretor europa organização mundial saudar hans kluge n quinta-feira n estabelecimento o situação profundamente preocupante acrescentar kluge videoconferência o imprensar copenhague braço europeu oms cálculo preliminar instituição país morte covid-19 residente instituição cuidar longo duração relatar abril morte registrar irlanda 55,2 n estruturar abril o frança anunciar 49,4 morto morar estabelecimento idoso conformar informar oms afp",saúde,23/04/2020 12h53 ,23/04/2020 12h53 ,https://noticias.uol.com.br/ultimas-noticias/afp/2020/04/23/coronavirus-e-tragedia-inimaginavel-nos-lares-para-idosos-diz-oms.htm,1
É #FAKE que doce turco seja vendido no Brasil com pílulas que causam paralisia,"Imagens circulam em redes sociais, inclusive de outros países. Produto não é exportado para o Brasil; outros detalhes denotam falsidade do vídeo. Fabricante afirma que material é 'irreal e ilusório' e tem como objetivo difamar a marca.",circular rede social vídeo pessoa abrir o embalagem doce dividir o bisnagar pedaço e mostrar pílula branco legendar acompanhar o vídeo biscoitar turco comprimir causar paralisia chegar o o brasil comprar e espalhar mensagem o produto exportar o brasil d haver detalhe denotar o falsidade vídeo procurar g1 o empresar şölen ficar turquia e produzir o bolo afirmar o vídeo irreal e ilusório o fabricante o mensagem único objetivo difamar o marcar,saúde, 21/11/2019, Por G1 ,https://g1.globo.com/fato-ou-fake/noticia/2019/11/21/e-fake-que-doce-turco-seja-vendido-no-brasil-com-pilulas-que-causam-paralisia.ghtml,0
"Covid-19: mais 5,2 milhões de vacinas são distribuídas para todo o Brasil",,"lotar 5,2 milhão dose vacinar covid-19 comedir o distribuir ministério saudar 5,1 milhão dose astrazeneca oxford fundação oswaldo cruz fiocruz e 104,8 dose coronavac instituto butantan imunizante produzir brasil matéria-prima importar e o distrito federal receber remessar divisão proporcional e igualitário o d quinta-feira 29/04 dose destinar o vacinação idoso e ano forçar segurança e salvamento e forçar armar atuam linha frente pandemia d enviar vacinar adicionar imunização trabalhador saudar santo catarino orientação 13º informar técnico secretariar vigilância saudar svs o estratégia distribuição vacinar covid-19 revisar semanalmente reunião tripartites governo federal estadual e municipal observar confirmação cronograma entregar laboratório o objetivo garantir o cobertura esquema vacinal recomendar imunizante semana o vacinar butantan e semana dose fiocruz",saúde,29/04/2021 09h49,Marina PagnoMinistério da Saúde(61) 3315-3580 / 23,https://www.gov.br/saude/pt-br/assuntos/noticias/covid-19-mais-5-2-milhoes-de-vacinas-sao-distribuidas-para-todo-o-brasil,1
Propagação do coronavírus se acelera no Irã; são mais de 3 mil novos casos  ,,o irã relatar 3.000 caso covid-19 horar dia consecutivo confirmar o propagação coronavírus acelerar total 3.134 caso registrar horar o dia anterior o elevar o saldar pessoa infectar 160.696 o porta-voz ministério saudar kianuche jahanpur o óbito paciente terço quarta-feira 8.012 pessoa morrer o doença aparecer acrescentar jahanpur o oficial morte diário tornar haver semana o infecção aumentar maio picar 3.186 caso atingir março,saúde,03/06/2020 10h34 ,03/06/2020 10h34 ,https://noticias.uol.com.br/ultimas-noticias/afp/2020/06/03/propagacao-do-coronavirus-se-acelera-no-ira.htm,1
Mais de 12 milhões de pessoas devem refazer cadastro do auxílio emergencial  ,,"12,4 milhão brasileiro pedir o auxílio emergencial r$ — r$ 1,2 mãe solteiro — refazer o cadastrar aplicativo programar site auxilio.caixa.gov.br hoje o presidente caixa econômica federal pedrar guimarães o total inscrito o cadastrar classificar inconclusivo informação analisar dataprev estatal tecnologia processar pedir acordar o presidente caixa cadastro inconclusivo relacionar o divergente cpf endereçar e informação dependente guimarães enfatizar cidadão pedir considerar inconclusivo refazer o cadastrar o benefício rejeitar e receber o classificação inelegível retificar",saúde,04/05/2020 17h37Atualizada em 04/05/2020 18h04 ,04/05/2020 17h37Atualizada em 04/05/2020 18h04 ,https://economia.uol.com.br/noticias/redacao/2020/05/04/mais-de-12-milhoes-de-pessoas-devem-refazer-cadastro-no-auxilio-emergencial.htm,1
"

Indígena morreu por causa de vacina chinesa (Coronavac) contra Covid-19 #boato 
",Boato – Um indígena morreu por causa da vacina chinesa (Coronavac) contra Covid-19. A morte por parada cardíaca ocorreu semanas depois dele ter sido o primeiro a se vacinar no Acre.,líder indígina morrer tomar vachina o morte parar cardíaco ocorrer semana d o o vacinar o coronga-19 o o acreanos ● vacínas matar link telegram t.me/malditosistema morrer o indígena o tomar o coronavac acre.a globo noticiar o vacinação indígena o c0r0n4v4c … “ esquecer ” falar o falecimento líder indígena decorrência d,saúde,07/02/2021,"
Raiane Gonoli ",https://www.boatos.org/saude/indigena-morreu-por-causa-de-vacina-coronavac.html,0
Coronavírus: balanço da OMS registra 307.395 mortes e 4.525.497 casos no mundo  ,,"o relatório recente oms organização mundial saudar informar o caso coronavírus confirmar oficialmente o o redor mundo subir 4.525.497 compilar informação recebido organização 5h brasília hoje haver aumentar 100.012 caso s informação divulgar o quantidade morto decorrência covid-19 aumentar 307.395 morte defasados o levantamento divulgar individualmente país fechar comedir dia considerar informação disponível o taxar global mortalidade caso confirmar coronavírus 6,7 período registrar oms país haver caso unir 27.090 brasil 15.305 e rússia 9.709 n intervalar unir 2.041 brasil e reinar unir registrar o morte",saúde,17/05/2020 17h09 ,17/05/2020 17h09 ,https://noticias.uol.com.br/ultimas-noticias/2020/05/17/coronavirus-balanco-da-oms-registra-307395-mortes-e-4525497-casos-no-mundo.htm,1
COI pede pressa para federações definirem critérios para Olimpíada em 2021  ,,o comitê olímpico internacional coi enviar cartar s federação internacional e o comitê olímpico nacional pedir urgência definição critério classificação jogo olímpico tóquio adiar julho agostar o esporte praticamente o mundo paralisar e ninguém o idear voltar o realização evento internacional atleta diverso país adaptação finar classificação finalizar o rápido garantir segurança o atleta e comitê olímpico nacional o coi ponderar entender improvável o detalhe datar e locar evento especificar pretender finalizar adaptar mear abril detalhe evento específico definição necessário acordar o coi o prioridade repetir medir classificação originar esporte princípio encorajar federação o seguir abordagem semelhante substituir oportunidade cancelar conceder vago evento subsequente basquete masculino e handebol vago regional atribuir faltar o realização pré-olímpicos mundial judô o circuitar mundial paralisar faltar cercar o encerramento ranking olímpico,saúde,02/04/2020 19h01 ,02/04/2020 19h01 ,https://www.uol.com.br/esporte/colunas/olhar-olimpico/2020/04/02/coi-pede-pressa-para-federacoes-definirem-criterios-para-olimpiada-em-2021.htm,1
"

Quem estiver com sintomas de gripe em São Paulo deve ligar para o 156 para ser atendido em casa #boato 
",Boato – Moradores de São Paulo (SP) devem ligar para o 156 se tiverem sintomas de gripe para realizarem exame de Covid-19 (novo coronavírus) em casa.,“ avisar urgente morar cidade paulo e apresentar sintoma gripar e febre ligar e informar enviar residência pessoa profissional saudar coletar sangue e realizar o testar o covid-19 compartilhar ”,saúde,18/03/2020,"
Kyene Becker ",https://www.boatos.org/saude/sintomas-gripe-sao-paulo-156-atendido-casa.html,0
TCU dá aval para que governo se responsabilize por eventual efeito adverso de vacinas contra Covid,"Processo responde a questionamento feito pelo ministro da Saúde, Eduardo Pazuello. Relator, ministro Benjamin Zymler diz que laboratórios estão em posição de superioridade na negociação.",o tribunal contar união tcu aval n quarta-feira o governar federal tomar medir necessário comprar vacinar o covid-19 possibilidade incluir assumir o riscar indenizar alguém eventualmente sofrer algum efeito adversar imunização o autorização respostar o consulto feito o o tcu ministrar saudar eduardo pazuello limite jurídico comprar vacinar relator processar o ministrar tcu benjamin zymler afirmar o decisão tranquilizar gestor implementar o planar vacinação zymler destacar negociação atuais laboratório fabricar vacinar o covid-19 superioridade causar escassez vacinar vantajoso o ministrar farmacêutico pedir cláusula específico contrato isentar laboratório responsabilidade efeito adverso vacinar,saúde, 17/03/2021 16h56 ," Por Laís Lis, G1 — Brasília ",https://g1.globo.com/bemestar/coronavirus/noticia/2021/03/17/tcu-da-aval-para-que-governo-se-responsabilize-por-eventual-efeito-adverso-de-vacinas-contra-covid.ghtml,1
"
  Não há registro de que o presidente Biden tenha dito que a cloroquina é eficaz contra a covid-19","Publicações que somam mais de 18 mil interações desde o último dia 24 de janeiro afirmam que o presidente dos Estados Unidos, Joe Biden, declarou que a cloroquina é eficaz contra a covid-19 e que, desde então, o tratamento precoce com esse medicamento é indicado. Não há, entretanto, qualquer registro de que Biden tenha feito essa afirmação. Além disso, os organismos de saúde e regulamentação do país seguem sem aconselhar a cloroquina para tratar a doença causada pelo coronavírus.Envie-nos por WhatsApp Email",“ trump cloriquina eficaz esquerdo genocida bolsonaro cloroquina eficaz esquerdo genocida biden cloroquina eficaz esquerdo ciência tratamento precoce o e ” indicar o texto compartilhar milhar facebook o conteúdo circular instagram e twitter reproduzir o capturar tela tuíte o texto publicar usuário “ ” janeiro o contar descrever “ perfil e sátira o o jornalista luís ernesto lacombe ” “ afinidade ” ideia presidente jair bolsonaro e chamar o organização mundial saudar oms “ quintal chino ”,saúde,4/02/2021 às 17:04,AFP Brasil,https://checamos.afp.com//nao-ha-registro-de-que-o-presidente-biden-tenha-dito-que-cloroquina-e-eficaz-contra-covid-19,0
