dataset,news_id,rating,title,original_title,news_source,source_link,review_link
HealthStory,story_reviews_00334,4,USA Today gives solid overview on uncertainties around calcium supplements and heart health,Calcium supplements and your heart: Researchers send mixed messages,USA Today,http://www.usatoday.com/story/life/2016/11/06/calcium-supplements-heart/93050736/,https://www.healthnewsreview.org/review/usa-today-gives-solid-overview-on-uncertainties-around-calcium-supplements-and-heart-health/
HealthStory,story_reviews_00335,4,Gastric balloon for weight loss: HealthDay avoids hot air by balancing PR spin with skepticism from independent sources,Balloon-in-a-pill helped obese patients lose weight,Health Day,https://consumer.healthday.com/vitamins-and-nutrition-information-27/misc-weight-news-704/balloon-in-a-pill-helps-obese-patients-lose-weight-in-study-716556.html,https://www.healthnewsreview.org/review/gastric-balloon-for-weight-loss-healthday-avoids-hot-air-by-balancing-pr-spin-with-skepticism-from-independent-sources/
HealthStory,story_reviews_00336,2,Hookworms for asthma: Washington Post oversells preliminary research,Bloodsucking parasitic hookworms could help make millions of people healthier,The Washington Post,https://www.washingtonpost.com/news/speaking-of-science/wp/2016/10/26/slimy-parasitic-hookworms-could-help-make-millions-of-people-healthier/,https://www.healthnewsreview.org/review/hookworms-for-asthma-washington-post-oversells-preliminary-research/
HealthStory,story_reviews_00337,4,Testing cholesterol in toddlers: AP story says it ‘could help’ but study didn’t show that,"Testing cholesterol in toddlers, even younger? Study says it could help",Associated Press,https://www.statnews.com/2016/10/26/cholesterol-test-kids/,https://www.healthnewsreview.org/review/testing-cholesterol-in-toddlers-ap-story-says-it-could-help-but-study-didnt-show-that/
HealthStory,story_reviews_00338,3,Guardian calls statistically insignificant study results a ‘breakthrough’ in care of children with autism,Study offers potential breakthrough in care of children with autism,The Guardian,https://www.theguardian.com/society/2016/oct/25/autisc-children-therapy-method-potential-breakthrough-care-preschool-autism-communication-trial,https://www.healthnewsreview.org/review/study-offers-potential-breakthrough-care-children-autism/
HealthStory,story_reviews_00339,3,WSJ story wisely includes lots of caveats on mail-order telomere tests,Mail-Order Tests Check Cells for Signs of Early Aging,The Wall Street Journal,http://www.wsj.com/articles/mail-order-tests-check-cells-for-signs-of-early-aging-1477328529,https://www.healthnewsreview.org/review/wsj-story-wisely-includes-lots-of-caveats-on-mail-order-telomere-tests/
HealthStory,story_reviews_00340,2,CBS’s look at a preliminary trial using gene therapy needed more on downsides and unknowns,Fighting genetic disease with help from HIV virus,CBSNews.com,http://www.cbsnews.com/news/fighting-genetic-disease-with-help-from-hiv-virus/,https://www.healthnewsreview.org/review/gene-therapy-for-metachromatic-leukodystrophy-cbs-story-needed-more-on-downsides-and-unknowns/
HealthStory,story_reviews_00341,4,PulsePoint app for cardiac arrest: AP story left us with more questions than answers,APP HELPS SAVE SEATTLE CARDIAC PATIENT,Associated Press,http://abcnews.go.com/Technology/wireStory/app-helps-save-seattle-cardiac-patient-42934393,https://www.healthnewsreview.org/review/pulsepoint-app-for-cardiac-victims-ap-story-left-us-with-more-questions-than-answers/
HealthStory,story_reviews_00342,2,Here we go again: TIME writes about preliminary mouse research,How Omega 3 Fats May Improve Fertility,Time,http://time.com/4535182/how-omega-3-fats-may-improve-fertility/,https://www.healthnewsreview.org/review/here-we-go-again-time-writes-about-preliminary-mouse-research-inaccurately/
HealthStory,story_reviews_00343,3,"Are expensive, potent anti-inflammatory drugs a future option for depression? CNN’s story needed more scrutiny of evidence",Anti-inflammatory drugs might someday treat depression,CNN,http://www.cnn.com/2016/10/18/health/anti-inflammatory-drugs-depression/index.html,https://www.healthnewsreview.org/review/depression-and-anti-inflammatory-drugs-cnn-story-needed-more-scrutiny/
HealthStory,story_reviews_00344,3,NPR falls into the anecdotal trap with story on robotic arm for paralyzed man,Brain Implant Restores Sense Of Touch To Paralyzed Man,NPR,http://www.npr.org/sections/health-shots/2016/10/13/497716281/brain-implant-restores-sense-of-touch-to-paralyzed-man,https://www.healthnewsreview.org/review/npr-falls-into-the-anecdotal-trap-with-story-on-robotic-arm-for-paralyzed-man/
HealthStory,story_reviews_00345,3,Potential conflicts of interest abound in HealthDay’s look at Lemtrada for early stages of MS,Powerful MS Drug Used Early May Reverse Some Disability,Health Day,https://consumer.healthday.com/clinical-trials-information-35/clinical-trials-news-136/powerful-ms-drug-used-early-may-help-but-side-effects-an-issue-715786.html,https://www.healthnewsreview.org/review/lemtrada-for-early-stages-of-ms-healthday-story-has-potential-conflicts-of-interest/
HealthStory,story_reviews_00346,3,PARP inhibitors: STAT’s look at new ovarian cancer drugs should have established why we need more on the market,The race to create a new class of ovarian cancer drugs heats up,STAT,https://www.statnews.com/2016/10/08/ovarian-cancer-drug-parp/,https://www.healthnewsreview.org/review/parp-inhibitors-stats-look-at-experimental-ovarian-cancer-drugs-doesnt-establish-why-we-need-more-on-the-market/
HealthStory,story_reviews_00347,3,Reuters’ ‘New day in lung cancer’ presents overly rosy picture of Keytruda,"New day' in lung cancer as Merck drug shines, works with chemo",Reuters,http://www.reuters.com/article/us-health-cancer-merck-co-idUSKCN12904Q,https://www.healthnewsreview.org/review/reuters-rosy-take-on-keytruda-for-lung-cancer/
HealthStory,story_reviews_00348,3,NBC story on severe incontinence study lacked independent sources,Botox Works As Well As Nerve Stimulator for Incontinence - Study,NBCNews.com,http://www.nbcnews.com/health/health-news/botox-works-well-nerve-stimulator-incontinence-study-n659406,https://www.healthnewsreview.org/review/nbc-story-on-severe-incontinence-study-lacked-independent-sources/
HealthStory,story_reviews_00349,5,Experimental immunotherapy for kids with leukemia gets balanced coverage by Washington Post, This 8-year-old is free of cancer — for now — after a ‘breakthrough’ treatment,The Washington Post,https://www.washingtonpost.com/national/health-science/tantalizing-counterattack-offers-breakthrough-hope-for-children-with-leukemia/2016/09/30/cf19b15a-663a-11e6-be4e-23fc4d4d12b4_story.html,https://www.healthnewsreview.org/review/experimental-cancer-treatment-for-kids-with-leukemia-gets-balanced-coverage-by-washington-post/
HealthStory,story_reviews_00350,1,Classic disease-mongering: Fox News story on Marisa Tomei’s struggle with chronic dry eye,Marisa Tomei opens up about her struggle with chronic dry eye,FoxNews.com,http://www.foxnews.com/health/2016/10/02/marisa-tomei-opens-up-about-her-struggle-with-chronic-dry-eye.html,https://www.healthnewsreview.org/review/classic-disease-mongering-fox-newss-story-on-marisa-tomeis-struggle-with-chronic-dry-eye/
HealthStory,story_reviews_00351,3,NY Times gives little scrutiny to industry-funded eczema drug studies,New Drug for Severe Eczema Is Successful in 2 New Trials,The New York Times,http://www.nytimes.com/2016/10/01/health/severe-eczema-atopic-dermatitis-drug.html?rref=collection%2Fsectioncollection%2Fhealth&action=click&contentCollection=health&region=rank&module=package&version=highlights&contentPlacement=2&pgtype=sectionfront&_r=0,https://www.healthnewsreview.org/review/ny-times-gives-little-scrutiny-to-industry-funded-eczema-drug-studies/
HealthStory,story_reviews_00352,3,Inquirer overstates findings of pilot study on app for post-concussion monitoring,How to heal head injuries? Try new app,The Philadelphia Inquirer,http://www.philly.com/philly/health/sportsmedicine/20161002_How_to_heal_head_injuries__Try_new_app.html,https://www.healthnewsreview.org/review/inquirer-overstates-findings-of-pilot-study-on-app-for-post-concussion-monitoring/
HealthStory,story_reviews_00353,4,Benefits of walking for older adults: NPR story missed a cautionary detail,"Walking Fends Off Disability, And It's Not Too Late To Start",NPR,http://www.npr.org/sections/health-shots/2016/09/26/495477531/walking-fends-off-disability-and-its-not-too-late-to-start,https://www.healthnewsreview.org/review/nprs-story-on-benefits-of-walking-for-older-adults-missed-an-important-cautionary-detail/
HealthStory,story_reviews_00354,3,"ABC story on stroke surgery: More needed on costs, harms, conflicts of interest","Blood Clot Removal Could Help More Stroke Victims, Study Finds",ABCNews.com,http://abcnews.go.com/Health/blood-clot-removal-stroke-victims-study-finds/story?id=42389758,https://www.healthnewsreview.org/review/abc-news-story-on-stroke-surgery-more-needed-on-costs-harms-conflicts-of-interest/
HealthStory,story_reviews_00355,2,STAT’s look at migraine drugs in development skimmed over key research details,The drug industry might finally have an answer for migraines,STAT,https://www.statnews.com/2016/09/23/migraine-new-treatments/,https://www.healthnewsreview.org/review/stats-look-at-migraine-drugs-in-development-skimmed-over-key-research-details/
HealthStory,story_reviews_00356,3,WSJ story on new nuclear-imaging tests: What about the data?,New Nuclear-Imaging Tests Show Promise in Locating Cancer,The Wall Street Journal,http://www.wsj.com/articles/new-nuclear-imaging-tests-show-promise-in-locating-cancer-1474855321,https://www.healthnewsreview.org/review/wsj-story-on-new-nuclear-imaging-tests-what-about-the-data/
HealthStory,story_reviews_00357,4,"New radiation guidelines for breast cancer: There’s ‘enough’ evidence, HealthDay story states, skirting specifics","More Breast Cancer Patients Should Consider Radiation, New Guidelines Say",Health Day,https://consumer.healthday.com/cancer-information-5/breast-cancer-news-94/new-guidelines-say-more-breast-cancer-patients-should-get-radiation-715062.html,https://www.healthnewsreview.org/review/new-radiation-guidelines-for-breast-cancer-theres-enough-evidence-healthday-story-tells-us-but-skirts-specifics/
HealthStory,story_reviews_00358,2,TIME’s story on infants and food allergy risks overstates research findings,Babies Should Eat Eggs and Peanuts Early to Avoid Food Allergies,Time,http://time.com/4501203/peanuts-food-allergy/,https://www.healthnewsreview.org/review/times-story-on-babies-and-food-allergies-overstates-research-findings/
HealthStory,story_reviews_00359,2,Reuters mostly rehashes a news release for story on light box therapy for low-male libido,Study shines a light on low winter-time male libido,Reuters,http://www.reuters.com/article/us-health-sex-light-idUSKCN11P0QM,https://www.healthnewsreview.org/review/reuters-mostly-rehashes-a-news-release-for-story-on-light-box-therapy-for-low-male-libido/
HealthStory,story_reviews_00360,3,The Guardian’s look at an inhaler to protect lungs from air pollution borders on puffery,New inhaler protects lungs against effects of air pollution,The Guardian,https://www.theguardian.com/environment/2016/sep/16/new-inhaler-protects-lungs-against-effects-of-air-pollution,https://www.healthnewsreview.org/review/the-guardians-look-at-an-inhaler-to-protect-lungs-from-air-pollution-borders-on-puffery/
HealthStory,story_reviews_00361,3,Surgery instead of reading glasses? NBC’s look at new implant leaned hard on one patient anecdote,No More Readers? New Implant May Help Aging Eyes,NBCNews.com,http://www.nbcnews.com/health/health-news/no-more-readers-new-implant-may-help-aging-eyes-n647436,https://www.healthnewsreview.org/review/surgery-instead-of-reading-glasses-nbcs-look-at-new-implant-was-mostly-one-patient-anecdote/
HealthStory,story_reviews_00362,5,Battling ‘super lice:’ WSJ story provides solid overview on the treatment options,New Ways to Fight Super Lice,The Wall Street Journal,http://www.wsj.com/articles/new-ways-to-fight-super-lice-1473701572,https://www.healthnewsreview.org/review/battling-super-lice-wsj-story-gives-solid-overview-on-the-treatment-options/
HealthStory,story_reviews_00363,3,AP’s look at baseline concussion testing for student athletes lacked critical eye,MICHIGAN ATHLETIC GROUP SAYS CONCUSSION PROGRAM WORKS,Associated Press,http://abcnews.go.com/Sports/wireStory/michigan-athletic-group-unique-concussion-program-works-42030345,https://www.healthnewsreview.org/review/aps-look-at-sideline-concussion-testing-for-student-athletes-lacked-critical-eye/
HealthStory,story_reviews_00364,2,Benefits of infrared saunas: TIME story needed to turn up the heat,You Asked: Are Infrared Saunas Healthy?,Time,http://time.com/4481947/infrared-sauna-benefits-healthy/,https://www.healthnewsreview.org/review/benefits-of-infrared-saunas-time-story-needed-to-turn-up-the-heat/
HealthStory,story_reviews_00365,2,Washington Post story on cord blood transplants for cancer: Too many anecdotes and not enough evidence,"There’s new hope for blood cancers, and it comes from umbilical cords",The Washington Post,https://www.washingtonpost.com/national/health-science/theres-new-hope-for-blood-cancers-and-it-comes-from-umbilical-cords/2016/09/02/04620816-2d89-11e6-9b37-42985f6a265c_story.html,https://www.healthnewsreview.org/review/washington-post-story-on-cord-blood-transplants-for-cancer-too-many-anecdotes-and-not-enough-evidence/
HealthStory,story_reviews_00366,2,CBS story on water-based physical therapy stays in the shallow end,The water workout trend health experts are gushing over,CBSNews.com,http://www.cbsnews.com/news/water-workout-aquatic-treadmill-hydrotherapy-exercise-trend/,https://www.healthnewsreview.org/review/cbs-story-water-based-physical-therapy-stays-shallow-end/
HealthStory,story_reviews_00367,4,HealthDay does a good job reporting on study of long-term weight loss after bariatric surgery,Weight-Loss Surgery Sheds Pounds Long Term,Health Day,https://consumer.healthday.com/vitamins-and-nutrition-information-27/weight-loss-surgery-bariatric-1005/weight-loss-surgery-achieves-long-term-weight-loss-for-many-714392.html,https://www.healthnewsreview.org/review/healthday-does-a-good-job-reporting-on-study-of-long-term-weight-loss-after-bariatric-surgery/
HealthStory,story_reviews_00368,4,"Unlike many other news sites, NPR resists overstating results of Alzheimer’s study",Test Of Experimental Alzheimer's Drug Finds Progress Against Brain Plaques,NPR,http://www.npr.org/sections/health-shots/2016/08/31/491941518/test-of-experimental-alzheimers-drug-finds-progress-against-brain-plaques,https://www.healthnewsreview.org/review/unlike-many-other-news-sites-npr-resists-over-hyping-results-of-alzheimers-study/
HealthStory,story_reviews_00369,2,Hormone replacement for menopause: Times’s attempt to clarify may confuse further,Rethinking the Use of Hormones to Ease Menopause Symptoms,The New York Times,http://well.blogs.nytimes.com/2016/08/29/new-research-counters-fears-about-menopause-hormones/?rref=collection%2Fsectioncollection%2Fhealth&action=click&contentCollection=health&region=rank&module=package&version=highlights&contentPlacement=2&pgtype=sectionfront,https://www.healthnewsreview.org/review/hormone-replacement-for-menopause-ny-timess-attempt-to-clarify-may-confuse-further/
HealthStory,story_reviews_00370,3,"Well-written, Newsweek’s look at blood tests for mental illnesses needed more hard data",CAN BLOOD TESTS DETECT SCHIZOPHRENIA AND OTHER MENTAL ILLNESSES?,Newsweek,http://www.newsweek.com/blood-tests-detect-schizophrenia-mental-illness-493955,https://www.healthnewsreview.org/review/well-written-newsweeks-look-at-blood-tests-for-mental-illnesses-needed-a-bit-more-hard-data/
HealthStory,story_reviews_00371,4,Bloomberg’s story on virtual reality for pain control was a little too rosy,Hospitals Try Giving Patients a Dose of VR,Bloomberg,http://www.bloomberg.com/news/articles/2016-08-29/hospitals-try-giving-patients-a-dose-of-vr,https://www.healthnewsreview.org/review/bloombergs-story-on-virtual-reality-for-pain-control-was-a-little-too-rosy/
HealthStory,story_reviews_00372,4,Powerful patient video anecdote in STAT’s story overshadows realities of new treatment for essential tremor,New treatment offers some hope for an unshakable tremor,STAT,https://www.statnews.com/2016/08/24/treatment-essential-tremor/,https://www.healthnewsreview.org/review/powerful-patient-video-in-stats-story-overshadows-realities-of-new-treatment-for-essential-tremor/
HealthStory,story_reviews_00373,3,Breast density and mammograms: LA Times story leans hard on news release,"How often should you get a mammogram? It depends on whether you have dense breast tissue, experts say",Los Angeles Times,http://www.latimes.com/science/sciencenow/la-sci-sn-mammograms-dense-breasts-20160822-snap-story.html,https://www.healthnewsreview.org/review/breast-density-and-mammograms-la-times-story-leans-hard-on-news-release/
HealthStory,story_reviews_00374,5,A pat on the back to Vox for excellent reporting on melatonin,What is melatonin and can it help me sleep?,Vox,http://www.vox.com/2016/4/25/11425856/what-is-melatonin-sleep,https://www.healthnewsreview.org/review/a-pat-on-the-back-to-vox-com-for-excellent-reporting-on-melatonin/
HealthStory,story_reviews_00375,3,"Medicating kids with ADHD keeps them safer? Not so fast, Wall Street Journal",Medicating Children With ADHD Keeps Them Safer,The Wall Street Journal,http://www.wsj.com/articles/medicating-children-with-adhd-keeps-them-safer-1471366397,https://www.healthnewsreview.org/review/medicating-kids-with-adhd-keeps-them-safer-not-so-fast-wall-street-journal/
HealthStory,story_reviews_00376,4,HealthDay story misleads by making osteoporosis study sound like it compared two drugs,Injected Drug May Help Fight Osteoporosis in Women,Health Day,https://consumer.healthday.com/bone-and-joint-information-4/osteoporosis-news-514/injected-drug-may-help-fight-osteoporisis-in-women-713938.html,https://www.healthnewsreview.org/review/healthday-story-misleads-by-making-osteoporosis-study-sound-like-it-compared-two-drugs/
HealthStory,story_reviews_00377,3,When worms are the clickbait: NPR story confuses more than informs,Could worms in your gut cure your allergies?,NPR,http://www.npr.org/sections/goatsandsoda/2016/08/12/489619045/could-worms-in-your-gut-cure-your-allergies,https://www.healthnewsreview.org/review/when-worms-are-the-clickbait-npr-story-confuses-more-than-informs/
HealthStory,story_reviews_00378,4,Guardian’s reporting on side effects of drugs for bipolar disorder hits many key points,"Lithium should be more widely used for bipolar disorder, researchers say",The Guardian,https://www.theguardian.com/society/2016/aug/14/lithium-should-be-more-widely-used-for-bipolar-disorder-researchers-say,https://www.healthnewsreview.org/review/guardians-reporting-on-side-effects-of-drugs-for-bipolar-disorder-hits-many-key-points/
HealthStory,story_reviews_00379,2,‘Alzheimer’s disease can be fully cured:’ Medical Daily story is a forehead-slapper,"Period Pain Drug Can Cure Alzheimer’s Disease, New Study Suggests",Medical Daily,http://www.medicaldaily.com/period-pain-drug-can-cure-alzheimers-disease-new-study-suggests-394583,https://www.healthnewsreview.org/review/alzheimers-disease-can-be-fully-cured-medical-daily-story-is-a-forehead-slapper/
HealthStory,story_reviews_00380,3,NBC says Zika vaccine trial has ‘striking results’ but it hasn’t even been tested in people yet,Striking' Results from Early Zika Vaccine Trial,NBCNews.com,http://www.nbcnews.com/storyline/zika-virus-outbreak/striking-results-early-zika-vaccine-trial-n623016,https://www.healthnewsreview.org/review/nbcs-says-zika-vaccine-trial-has-striking-results-but-it-hasnt-even-been-tested-in-people-yet/
HealthStory,story_reviews_00381,4,"In just a few short paragraphs, Reuters story covers a lot of ground on asthma pill",Novartis asthma pill shows promise in small trial,Reuters,http://www.reuters.com/article/us-health-asthma-novartis-idUSKCN10H075,https://www.healthnewsreview.org/review/in-just-a-few-short-paragraphs-reuters-story-covers-a-lot-of-ground-on-asthma-pill/
HealthStory,story_reviews_00382,1,‘Game changer’ finds it way into poorly reported story on asthma pill still in development,New Asthma Treatment: Pill Makes Huge Difference In Patients With Severe Symptoms,Medical Daily,http://www.medicaldaily.com/new-asthma-treatment-pill-makes-huge-difference-patients-severe-symptoms-394082,https://www.healthnewsreview.org/review/game-changer-finds-it-way-into-poorly-reported-story-on-asthma-pill-still-in-development/
HealthStory,story_reviews_00383,5,Excellent job by FiveThirtyEight on why at-home colon cancer tests are a good screening option,You Could Skip Your Colonoscopy If You’re Willing To Collect Your Poop,FiveThirtyEight,http://fivethirtyeight.com/features/you-could-skip-your-colonoscopy-if-youre-willing-to-collect-your-poop/,https://www.healthnewsreview.org/review/an-excellent-report-from-fivethirtyeight-on-why-at-home-screening-tests-for-colon-cancer-are-just-as-good-as-colonoscopy/
HealthStory,story_reviews_00384,3,"Fish oil after a heart attack: TIME misses the mark by leaving out harms, study limitations",Fish Oil Has Benefits After a Heart Attack: Study,Time,http://time.com/4430780/fish-oil-benefits-heart-attack/,https://www.healthnewsreview.org/review/fish-oil-for-post-heart-attack-patients-time-misses-the-mark-by-leaving-out-harms-study-limitations/
HealthStory,story_reviews_00385,3,Washington Post story on PTSD treatment ignores evidence in favor of detailed patient anecdote,She found relief for PTSD with a different kind of therapy. But does it work?,The Washington Post,https://www.washingtonpost.com/national/health-science/she-found-relief-for-ptsd-with-a-different-kind-of-therapy-but-does-it-work/2016/08/01/97e7df60-1aca-11e6-8c7b-6931e66333e7_story.html,https://www.healthnewsreview.org/review/washington-post-story-on-ptsd-treatment-ignored-evidence-in-favor-of-detailed-patient-anecdote/
HealthStory,story_reviews_00386,4,Can exercise ‘undo’ sedentary harms? AP story makes observational data sound definitive,"To reverse damage of sitting, take a brisk, hour-long walk",Associated Press,http://www.usnews.com/news/business/articles/2016-07-27/to-reverse-damage-of-sitting-take-a-brisk-hour-long-walk,https://www.healthnewsreview.org/review/can-exercise-undo-sedentary-harms-ap-story-makes-observational-data-sound-definitive-healthnewsreview-org/
HealthStory,story_reviews_00387,2,Allergy-fighting toothpaste? Yet another single-source Fox News story that reads like sponsored content,Allergy sufferers find relief in immunotherapy toothpaste,FoxNews.com,http://www.foxnews.com/health/2016/07/26/allergy-sufferers-find-relief-in-immunotherapy-toothpaste.html,https://www.healthnewsreview.org/review/allergy-sufferers-find-relief-immunotherapy-toothpaste/
HealthStory,story_reviews_00388,2,"Leaning heavily on news release, story on anxiety therapy for children lacks crucial context",Kids With Anxiety Disorders ‘Significantly’ Benefit From Mindfulness Exercises By Changing Brain Activity,Medical Daily,http://www.medicaldaily.com/anxiety-disorders-mindfulness-exercises-brain-activity-392658,https://www.healthnewsreview.org/review/kids-anxiety-disorders-significantly-benefit-mindfulness-exercises-changing-brain-activity/
HealthStory,story_reviews_00389,3,More backstory needed on study of ‘brain training’ benefits for dementia,Brain training' cut dementia risk in healthy adults -U.S. study,Reuters,http://www.reuters.com/article/us-brain-training-dementia-idUSKCN1040TX,https://www.healthnewsreview.org/review/brain-training-cut-dementia-risk-healthy-adults-u-s-study/
HealthStory,story_reviews_00390,2,Fitbit and fertility: Not enough caution or context on 5-woman study,Your Fitbit Could Help You Get Pregnant — Here’s How,BuzzFeed,https://www.buzzfeed.com/stephaniemlee/your-fitbit-could-help-you-get-pregnant-heres-how?utm_term=.hj3RRvPMBG#.sqzDDa3mlv,https://www.healthnewsreview.org/review/fitbit-help-get-pregnant-heres/
HealthStory,story_reviews_00391,3,NYT blog post on sugar’s effect on heart disease markers was a little too short and sweet,Cutting Sugar Rapidly Improves Heart Health Markers,The New York Times,http://well.blogs.nytimes.com/2016/07/19/cutting-sugar-from-diet-rapidly-improves-heart-health-markers/?rref=collection%2Fsectioncollection%2Fhealth&action=click&contentCollection=health&region=rank&module=package&version=highlights&contentPlacement=7&pgtype=sectionfront,https://www.healthnewsreview.org/review/nyt-blog-post-on-sugars-effect-on-heart-disease-was-too-short-and-sweet/
HealthStory,story_reviews_00392,4,USA Today injects a vital dose of scrutiny to story on ‘dry needling’ for pain,Dry needling' for pain therapy is under scrutiny,USA Today,http://www.usatoday.com/story/life/2016/07/17/dry-needling-acupuncture-pain/86940278/,https://www.healthnewsreview.org/review/usa-today-adds-a-vital-dose-of-scrutiny-to-story-on-dry-needling-for-pain/
HealthStory,story_reviews_00393,1,ABC’s look at treating PTSD with virtual reality: Classic example of anecdote over evidence,Treating PTSD With Virtual Reality Therapy: A Way to Heal Trauma,ABCNews.com,http://abcnews.go.com/Technology/treating-ptsd-virtual-reality-therapy-heal-trauma/story?id=38742665,https://www.healthnewsreview.org/review/abcs-look-at-treating-ptsd-with-virtual-reality-classic-example-of-anecdote-over-evidence/
HealthStory,story_reviews_00394,5,Kudos to WSJ for giving thorough look at ‘Heimlich alternative’ devices for choking victims,Can New Devices Match Heimlich to Stop Choking?,The Wall Street Journal,http://www.wsj.com/articles/can-new-devices-match-heimlich-to-stop-choking-1468242002,https://www.healthnewsreview.org/review/kudos-to-wsj-for-giving-thorough-look-at-devices-for-choking-victims/
HealthStory,story_reviews_00395,2,CBS story on stem cells and root canals inflates the benefits and ignores the risks,Stem cell research aims to put an end to root canals,CBSNews.com,http://www.cbsnews.com/news/stem-cell-dental-research-regenerate-tooth-root-canals/,https://www.healthnewsreview.org/review/cbs-story-on-stem-cells-and-root-canals-inflates-the-benefits-and-ignores-the-risks/
HealthStory,story_reviews_00396,3,News release and HealthDay create perfect storm of misinformation on statins and cancer,Could Statins Help Fight Cancer?,Health Day,https://consumer.healthday.com/cancer-information-5/mis-cancer-news-102/could-statins-help-fight-cancer-712725.html,https://www.healthnewsreview.org/review/news-release-and-healthday-create-perfect-storm-of-misinformation-on-statins-and-cancer/
HealthStory,story_reviews_00397,4,"Cavity-fighting liquid for kids: Nice story, but what does the medical evidence show?",A Cavity-Fighting Liquid Lets Kids Avoid Dentists’ Drills,The New York Times,http://www.nytimes.com/2016/07/12/health/silver-diamine-fluoride-dentist-cavities.html?rref=collection%2Fsectioncollection%2Fhealth&action=click&contentCollection=health&region=rank&module=package&version=highlights&contentPlacement=2&pgtype=sectionfront,https://www.healthnewsreview.org/review/cavity-fighting-liquid-for-kids-nice-story-but-what-does-the-medical-evidence-show/
HealthStory,story_reviews_00398,4,STAT’s story on postpartum depression drug– ‘a paradigm shift’ that needed more scrutiny,Experimental drug shows promise for quick treatment of postpartum depression,STAT,https://www.statnews.com/2016/07/12/postpartum-depression-drug/,https://www.healthnewsreview.org/review/far-more-scrutiny-needed-in-stats-story-on-postpartum-depression-drug/
HealthStory,story_reviews_00399,3,‘This is a game changer:’ Reuters story on new dissolvable stent borders on giddy,Abbott wins U.S. approval for stent that absorbs into body,Reuters,http://www.reuters.com/article/us-abbott-stent-idUSKCN0ZL1WC,https://www.healthnewsreview.org/review/this-is-a-game-changer-reuters-story-on-new-dissolvable-stent-borders-on-giddy/
HealthStory,story_reviews_00400,4,AP takes pains to point out lack of long-term data for new dissolvable stent,FDA approves first dissolving stent for US patients,Associated Press,http://www.foxnews.com/health/2016/07/05/fda-approves-first-dissolving-stent-for-us-patients.html,https://www.healthnewsreview.org/review/ap-takes-pains-to-point-out-lack-of-long-term-data-for-new-dissolvable-stent/
HealthStory,story_reviews_00401,4,WSJ story on prostate cancer treatment test leaves us wondering: Why no independent viewpoints?,Test Aids Prostate Cancer Treatment,The Wall Street Journal,http://www.wsj.com/articles/test-aids-prostate-cancer-treatment-1467864061?cb=logged0.13244635775178315,https://www.healthnewsreview.org/review/wsj-story-on-prostate-cancer-treatment-test-leaves-us-wondering-why-no-independent-viewpoints/
HealthStory,story_reviews_00402,3,Platelet-rich plasma for rotator cuff tears: Washington Post’s story gave us aches and pains,"I’ll never go through shoulder surgery again, so here’s what I did",The Washington Post,https://www.washingtonpost.com/national/health-science/ill-never-go-through-shoulder-surgery-again-so-heres-what-i-did/2016/07/01/637d7364-37f0-11e6-a254-2b336e293a3c_story.html,https://www.healthnewsreview.org/review/platelet-rich-plasma-for-rotator-cuff-tears-washington-posts-story-gave-us-aches-and-pains/
HealthStory,story_reviews_00403,4,"CNN can’t resist lure of early-phase ALS stem cell research, but keeps tone moderate","Stem cell study for ALS patients shows promise, yet causes pain",CNN,http://www.cnn.com/2016/06/29/health/als-stem-cell-research/index.html,https://www.healthnewsreview.org/review/cnn-cant-resist-lure-of-early-phase-als-stem-cell-research-but-keeps-tone-moderate/
HealthStory,story_reviews_00404,4,Bloomberg story on fiber benefits hinges on unpublished data from a private fitness app,It’s Comical. It’s Critical. It Might Even Help You Lose Weight.,Bloomberg,http://www.bloomberg.com/news/articles/2016-06-28/it-s-comical-it-s-critical-it-might-even-help-you-lose-weight,https://www.healthnewsreview.org/review/comical-critical-might-even-help-lose-weight/
HealthStory,story_reviews_00405,4,Texting to ‘prevent heart attacks:’ WSJ overstates scope of study,How to Prevent a Heart Attack: Text Patients on Healthy Habits,The Wall Street Journal,http://www.wsj.com/articles/how-to-prevent-a-heart-attack-text-patients-on-healthy-habits-1466992860,https://www.healthnewsreview.org/review/texting-to-prevent-heart-attacks-wsj-overstated-scope-of-study/
HealthStory,story_reviews_00406,4,It’s never OK to use ‘groundbreaking treatment for strokes’ when it’s never been tested in people,Exclusive: Doctors to Test a Groundbreaking Treatment for Strokes,Time,http://time.com/4382200/deep-brain-stimulation-for-stroke/,https://www.healthnewsreview.org/review/its-never-ok-to-use-groundbreaking-treatment-for-strokes-when-its-never-been-tested-in-people/
HealthStory,story_reviews_00407,3,Inducing at 39 weeks: Washington Post story mystifies more than clarifies,Should pregnant women be induced at 39 weeks?,The Washington Post,https://www.washingtonpost.com/national/health-science/should-pregnant-women-be-induced-at-39-weeks/2016/06/27/e1bb9d16-27fe-11e6-b989-4e5479715b54_story.html,https://www.healthnewsreview.org/review/inducing-at-39-weeks-washington-post-story-mystifies-more-than-clarifies/
HealthStory,story_reviews_00408,3,Google Glass for autism: AP story is shortsighted on evidence,CAN GOOGLE GLASS HELP AUTISTIC CHILDREN READ FACES?,Associated Press,http://abcnews.go.com/Technology/wireStory/google-glass-autistic-children-read-faces-40063563,https://www.healthnewsreview.org/review/google-glass-for-autism-ap-story-is-shortsighted-on-evidence/
